FID,OBJECTID,SLUM_CODE,SLUM_NAME,SRNO,CA,WARD_2017,PRABHAG_20,VILLEGE,LANDMARK,Road_Abutt,DECLARATIO,DECLARE_DT,DECLARE_AR,APPROX_HH,AREA_SQM,SNO_CTSNO_,OWNERSHIP,TENEBILITY,LANDUSE,POPULATION,SRA_STATUS,RAY_CODE_N,GIS_ID,SLUM_RATIN,Shape_Leng,Shape_Area,SCHEME_COV,DENSITY
312,294,1202061004,SAGAR COLONY KRUSHANA NAGAR,203,CA-2,06 KOTHRUD BAVDHAN,10 BAVDHAN KOTHRUD DEPO,KOTHRUD,VANAJ INDUSTRIES,36M DP ROAD,NOT DECLARED, , ,308,8403.10754,S.NO.82,PMC,TENABLE,EWS ZONE,0,PENDING PRAPOSAL BY SIDHHARTH PROPERTIES,0317,KOTH2806,80,406.8449401,8403.10754, ,367
313,295,1202061106,KISHKINDA NAGAR KOTHRUD,211,CA-2,06 KOTHRUD BAVDHAN,11 RAMBAG COLONY SHIVTIRTH,KOTHRUD,TULJA BHAVANI TEMPLE,INTERNAL LAYOUT ROAD,DECLARED,MGG 05/11/1992 Pg 2391,7525.13 SQM,370,7671.863599,S.NO.120,PRIVATE,TENABLE,EWS ZONE,2220,NO,0310,KOTH2702,76,353.7189044,7671.863599, ,482
314,296,1202061201,BALTARUN SLUM,216,CA-2,06 KOTHRUD BAVDHAN,12 MAYUR COLONY DAHANUKAR COLONY,ERANDWANA,30M PAUD ROAD,PAUD ROAD,DECLARED,MGG 22/10/1992 Pg 2338,967.70 SQM,20,773.4273155,S.NO.41/4+45+46/7 (CTS NO 353),PRIVATE,UNTENABLE,HCMTR,150,NO,0302,KOTH2601,63,111.7679969,773.4273155, ,259
315,297,1202061202,BHELAKE NAGAR,217,CA-2,06 KOTHRUD BAVDHAN,12 MAYUR COLONY DAHANUKAR COLONY,KOTHRUD,SUTAR HOSPITAL,30M DP ROAD,NOT DECLARED, , ,30,431.1440967,S.NO.87,PRIVATE,REMOVED,DP ROAD,180,SLUM SEEMS TO BE REMOVED,0303,KOTH2801,53,97.1592632,431.1440967, ,696
316,298,1201010501,DEVKAR VASTI RAMWADI YERAWADA,12,CA-3,01 NAGAR ROAD VADGAONSHERI,05 VADGAONSHERI KALYANI NAGAR,WADGAONSHERI,NAGAR ROAD,INTERNAL ROAD,NOT DECLARED, , ,138,4856.327885,S.NO.29A,PRIVATE,COMPLETED,EWS ZONE,828,SRA SCHEME COMPLETED BY JAGADISH MILIK DEVELOPERS,0704,NAGA1801,78,299.9046741,4856.327885, ,284
317,299,1201020615,RAM NAGAR NAIK NAGAR YERAWADA,50,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,NEAR SHABDAL BABA DARGA,30M DP ROAD,NOT DECLARED, , ,272,32437.46828,S.NO.13,TRUST,TENABLE,EWS ZONE,1632,NO,0624,SANG1405,69,947.760513,32437.46828, ,84
318,300,1201020616,RANJIT NAGAR U.P.HOTEL YERAWADA,51,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,NEAR DECCON COLLEGE,30M DP ROAD,NOT DECLARED, , ,50,2723.84575,"S.NO.33A, B",PRIVATE,TENABLE,DEFENCE ZONE,300,NO,0626,SANG1407,80,224.7132883,2723.84575, ,184
319,301,1201020209,KATAR WADI YERAWADA,29,CA-3,02 YERWADA KALAS DHANORI,02 PHULE NAGAR NAGPUR CHAWL,YERAWADA,OLD PUNE ALANDI ROAD,30M DP ROAD,DECLARED,MGG 10/11/1983 Pg 3005,4856.10 SQM,232,5928.870134,S.NO.106,PMC + STATE GOVT,TENABLE,EWS ZONE + GREEN BELT + RESERVATION HS-15,1624,NO,0616,SANG1604,78,542.3735552,5928.870134, ,391
320,302,1201020203,BHARAT NAGAR YERAWADA,23,CA-3,02 YERWADA KALAS DHANORI,02 PHULE NAGAR NAGPUR CHAWL,YERAWADA,OLD PUNE ALANDI ROAD,30M DP ROAD,DECLARED,MGG 10/11/1983 Pg 3005,4856.10 SQM,284,5311.424922,S.NO.106,PMC,TENABLE,RESERVATION HS-15,1704,NO,0607,SANG1603,80,375.825726,5311.424922, ,535
321,303,1201020206,HIRAMAN MOZE NAGAR YERAWADA,26,CA-3,02 YERWADA KALAS DHANORI,02 PHULE NAGAR NAGPUR CHAWL,YERAWADA,NEAR CENTRAL JAIL,30M DP ROAD,DECLARED,MGG 31/10/1984 Pg 3,4583 SQM,182,10730.00211,S.NO.155,PRIVATE,TENABLE,EWS ZONE RESIDENTIAL ZONE,1092,NO,0706,NAGA0402,74,760.8450967,10730.00211, ,170
322,304,1201020101,BANARAS CHAWL KALAS,14,CA-3,02 YERWADA KALAS DHANORI,01 KALAS DHANORI,KALAS,PUNE ALANDI ROAD,45M DPROAD,DECLARED,MGG 02/03/1989 Pg 428,1148 SQM,54,1988.139536,S.NO.113,PRIVATE,TENABLE,EWS ZONE,324,NO,0605,SANG0504,85,191.1084474,1988.139536, ,272
323,305,1201020103,CHAVAN CHAWL KALAS,16,CA-3,02 YERWADA KALAS DHANORI,01 KALAS DHANORI,KALAS,OLD PUNE ALANDI ROAD,30M DP ROAD,DECLARED,MGG 02/03/1989 Pg,6500 SQM,87,5337.167379,S.NO.114,PRIVATE + PMC,TENABLE,EWS ZONE RESIDENTIAL ZONE,522,NO,0609,SANG0503,81,305.7435323,5337.167379, ,163
324,306,1201020104,RAMABAI AMBEDKAR NAGAR,17,CA-3,02 YERWADA KALAS DHANORI,01 KALAS DHANORI,KALAS,OLD PUNE ALANDI ROAD,30M DP ROAD THROUGH SLUM,NOT DECLARED, , ,48,3093.046225,"S.NO.113, 114, 115",PRIVATE + PMC,UNTENABLE,RESERVATION PMPML-14 IC-6 DP ROAD,288,NO,0625,SANG0505,52,308.2991488,3093.046225, ,155
325,307,1201020107,SONIYA GANDHI RAMGAD KALAS,20,CA-3,02 YERWADA KALAS DHANORI,01 KALAS DHANORI,KALAS,KALAS,INTERNAL ROAD,NOT DECLARED, , ,100,2007.417972,S.NO.88,PRIVATE,TENABLE,RESIDENTIAL ZONE,600,PRAPOSAL SUBMITTED BY ASIM INFRASTRUCTURE,0636,SANG0506,78,183.3360733,2007.417972, ,498
326,308,1202050714,LOKSHAHIR ANNA BHAU SATHE NAGAR SANGAM WADI,165,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,YERAWADA,SANGAMWADI GAOTHAN,15M DP ROAD,NOT DECLARED, , ,155,6717.681787,"S.NO.78, 79",PRIVATE + STATE GOVT,TENABLE,RESIDENTIAL ZONE,930,NO,0226,GHOL1304,75,410.2701038,6717.681787, ,231
327,309,1201020622,SIDHARTHA NAGAR YERAWADA,57,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,YERAWADA GAOTHAN,INTERNAL ROAD,NOT DECLARED, , ,144,7735.220307,GAOTHAN,PRIVATE,TENABLE,EWS ZONE RESIDENTIAL ZONE,864,NO,0635,SANG1412,70,340.6431643,7735.220307, ,186
328,310,1202051411,PANDAV NAGAR HEALTH CAMP,187,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,FC COLLEGE HILL,INTERNAL ROAD,NOT DECLARED, , ,500,21754.51865,"FP.NO.B/2, B/1",PRIVATE,TENABLE,EWS ZONE,3000,NO,0229,GHOL2506,69,625.4760956,21754.51865, ,230
329,311,1202051406,JUNA TOFKHANA SHIVAJI NAGAR,182,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,DENGALE BRIDGE,24M DP ROAD,DECLARED,MGG 07/01/1993 Pg 29,5017 SQM,176,3047.121094,"CTS NO19, FP NO809, TPS ROAD",PRIVATE,UNTENABLE,DP ROAD 30M & 24M,1056,NO,0217,GHOL2403,53,249.8428865,3047.121094, ,578
330,312,1202051410,MAHALE NAGAR SHIVAJI NAGAR,186,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,DEEP BUNGLOW CHOWK,24M DP ROAD,DECLARED,"MGG 16/08/1973 Pg 1705, 1706",13975 SQM,1080,7781.548092,FP.NO.345 TO 349,PRIVATE,TENABLE,EWS ZONE DP ROAD,6480,NO,0227,GHOL2505,74,422.3743296,7781.548092, ,1388
331,313,1202051422,WADAR WADI MARUTI MANDIR SHIVAJI NAGAR,198,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,JANWADI ROAD,24M DP ROAD,DECLARED,"MGG 16/08/1973 Pg 1705,1706",13168 SQM,1080,10784.24682,"FP.NO.344, 345, 347 TO 352",PRIVATE,TENABLE,EWS ZONE,6480,NO,0250,GHOL2508,73,553.5708093,10784.24682, ,1001
332,314,1202051407,JUNI WADAR WADI (SANGHANNA) SHIVAJI NAGAR,183,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,DR. HOMIBHABA DISPENSARY,SHREE MARUTI MANDIR ROAD,NOT DECLARED, , ,500,16736.30625,"FP.NO.340, 386, 387, 882, 883, 391, B/5",PRIVATE,TENABLE,EWS ZONE,3000,NO,0218,GHOL2504,69,647.3819992,16736.30625, ,299
333,315,1202050707,JANWADI GOLGHAR,158,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,BHAMBHURDA,JANAWADI GOKHALE NAGAR,INTERNAL LAYOUT ROAD,NOT DECLARED, , ,100,2301.434749,S.NO.100,PRIVATE,TENABLE,RESIDENTIAL ZONE,600,NO,0213,GHOL1103,73,192.1774517,2301.434749, ,435
334,316,1203091307,KHILARE VASTI PLOT NO.16 ERANDWANA,290,CA-2,09 WARJE KARVE NAGAR,13 ERANDWANA HAPPY COLONY,TPS-I,SHARADA CENTRE,TPS LAYOUT ROAD,DECLARED,MGG 01/05/1980 Pg 1299,2139.76 SQM,88,3637.969218,"FP.NO.11, 17",PRIVATE + PMC,TENABLE,EWS ZONE,528,NO,0224,GHOL3602,84,296.1447994,3637.969218, ,242
335,317,1201032021,TADIWALA ROAD NADI KINARA NALANDA,82,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,SANGAMWADI TPS,TADIWALA ROAD,12M DP ROAD,NOT DECLARED, , ,336,3540.246788,FP.NO.110,RAILWAY,TENABLE,EWS ZONE,2016,NO,0567,DHOL2212,74,243.5765681,3540.246788, ,949
336,318,1201032003,BAL MITRA MANNDAL TADIWALA ROAD MARUTI MANDIR 1,64,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,SANGAMWADI TPS,TADIWALA ROAD,18M DP ROAD,NOT DECLARED, , ,482,4329.355745,FP.NO.110A,RAILWAY,TENABLE,EWS ZONE,2892,NO,0508,DHOL2201,74,300.2950953,4329.355745, ,1113
337,319,1201032121,MARUTI MANDIR II TADIWALA ROAD,105,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,SANGAMWADI TPS,TADIWALA ROAD,18M DP ROAD,NOT DECLARED, , ,291,7346.777428,FP.NO.110A,RAILWAY,TENABLE,EWS ZONE,1746,NO,0542,DHOL2206,72,382.5514003,7346.777428, ,396
338,320,1201032120,MARUTI MANDIR I TADIWALA ROAD,104,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,SANGAMWADI TPS,TADIWALA ROAD,18M DP ROAD,NOT DECLARED, , ,163,3427.486639,FP.NO.110A,RAILWAY,TENABLE,EWS ZONE,978,NO,0541,DHOL2205,73,245.3400865,3427.486639, ,476
339,321,1201032115,LADKAT WADI NAGAR ROAD,99,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,SANGAMWADI TPS,TADIWALA ROAD,12M DP ROAD,NOT DECLARED, , ,236,1975.863049,"FP.NO.140, 141",PRIVATE,TENABLE,RESIDENTIAL ZONE,336,NO,0534,DHOL2105,81,209.4680357,1975.863049, ,1194
340,322,1201032126,RENUKA VASTI MIRA NAGAR KOREGAON PARK,110,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,GHORPADI,BHAIROBA NALA,NO ACCESS ROAD,NOT DECLARED, , ,136,7306.209673,BHAIROBA NALA,NALA,UNTENABLE,WATERBODY ZONE,816,NO,0554,DHOL2111,58,786.8427386,7306.209673, ,186
341,323,1204102203,DHAYARKAR VASTI,311,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,MUNDHWA,DHAYARKAR VASTI,36M 24M DP ROAD,NOT DECLARED, , ,566,19824.59752,S.NO.89,PRIVATE,TENABLE,RESIDENTIAL ZONE,3396,NO,0518,DHOL2001,74,919.702818,19824.59752, ,286
342,324,1204102214,PINGALE VASTI,322,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,MUNDHWA,PINGALE VASTI,24M 30M DP ROAD,NOT DECLARED, , ,20,705.0391718,S.NO.93,PRIVATE,TENABLE,RESIDENTIAL ZONE DP ROAD,120,NO,0548,DHOL2010,81,107.1477275,705.0391718, ,284
343,325,1201032002,ACHANAK NAGAR SOMWAR PETH,63,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,RASTA PETH,MSEB POWER HOUSE,NO ACCESS ROAD,NOT DECLARED, , ,100,1388.339807,CTS.NO.469,PRIVATE,UNTENABLE,SERVICES ZONE,600,NO,0507,DHOL4002,53,147.5983683,1388.339807, ,720
344,326,1205131604,943 KAGADIPURA,379,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,MANGALWAR PETH,INTERNAL PETH ROAD,NOT DECLARED, , ,86,2460.104631,"CTS.NO.938 TO 943, 955A 955, 956",PRIVATE,TENABLE,RESIDENTIAL ZONE,516,NO,0505,DHOL2308,74,227.5622725,2460.104631, ,350
345,327,1201032110,HANUMAN NAGAR GHORAPADI,94,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,GHORPADI,GHORPADI RAILWAY DOCYARD,INTERNAL ROAD,NOT DECLARED, , ,82,2623.017914,S.NO.3A,RAILWAY,UNTENABLE,TRAFIC & TRANSPORT ZONE RAILWAY YARD,492,NO,1510,KOND4107,46,226.207515,2623.017914, ,313
346,328,1205141810,DALWALA PLOT GHORAPADI PETH,434,CA-1,14 BHAVANI PETH,18 KHADAKMAL ALI M PHULE PETH,TPS-III,PHULE WADA,12M DP ROAD,DECLARED,MGG 22/12/1983 Pg 3431,1693.06 SQM,67,1642.697641,GAOTHAN,PRIVATE,TENABLE,RESIDENTIAL ZONE DP ROAD KABRASTHAN,402,PRAPOSAL SUBMITTED BY DP ASSOCIATES,0921,BHAV6503,80,168.3300792,1642.697641, ,408
347,329,1205141807,ADARSHA RAHIVASHI SANG,431,CA-1,14 BHAVANI PETH,18 KHADAKMAL ALI M PHULE PETH,TPS-III,LOHIYA NAGAR,INTERNAL PETH ROAD,NOT DECLARED, , ,104,2258.272923,FP.NO.157A,PRIVATE,TENABLE,EWS ZONE,624,PRAPOSAL SUBMITTED BY CHINCHAWALE DEVELOPERS,0912,BHAV6501,81,208.5819665,2258.272923, ,461
348,330,1205141804,470 JOSHI SAMAJ GANJ PETH,428,CA-1,14 BHAVANI PETH,18 KHADAKMAL ALI M PHULE PETH,TPS-III,PHULE SMARAK,INTERNAL ROAD,NOT DECLARED, , ,120,1762.100172,"FP.NO.231, Gaothan",PMC,TENABLE,RESIDENTIAL ZONE,720,NO,0907,BHAV5903,83,163.7917694,1762.100172, ,681
349,331,1205141713,SHIVARAM DADA TALIM GANESH PETH,424,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,GANESH PETH,SHIVARAM DADA TALIM GANESH PETH,INTERNAL PETH ROAD,DECLARED,MGG 31/10/1984 Pg 3,811 SQM,42,1468.390264,"CTS.NO.52, 56",PRIVATE,TENABLE,RESIDENTIAL ZONE,252,PRAPOSAL SUBMITTED BY NEW MODERN DEVELOPERS,0963,BHAV4805,86,200.8055883,1468.390264, ,286
350,332,1205141801,180 GHORAPADE PETH SHANKAR SHETH ROAD,425,CA-1,14 BHAVANI PETH,18 KHADAKMAL ALI M PHULE PETH,TPS-III,SHANKARSETH ROAD,45M SHANKARSETH ROAD,NOT DECLARED, , ,107,3387.63974,GAOTHAN,PRIVATE,TENABLE,RESIDENTIAL ZONE,642,NO,0902,BHAV6509,75,244.6498898,3387.63974, ,316
351,333,1205141812,JOSHI VASTI GHORAPADE PETH,436,CA-1,14 BHAVANI PETH,18 KHADAKMAL ALI M PHULE PETH,TPS-III,JOSHI VASTI GHORAPADE PETH,18M DP ROAD,NOT DECLARED, , ,74,4421.552849,"CTS.NO.698 TO 719, 1113, 1115 TO 1121, 1775",PMC,TENABLE,RESIDENTIAL ZONE,444,NO,1107,KASB5802,89,312.2236974,4421.552849, ,167
352,334,1203073512,S.NO.76TO81 NEAR NAVJIVAN SOCAITY PARVATI,237,CA-1,07 DHANAKWADI SAHAKAR NAGAR,35 SAHAKAR NAGAR PADMAVATI,PARVATI,NAVAJIVAN SOCAITY,INTERNAL ROAD,NOT DECLARED, , ,23,925.5912108,"S.NO.75, 76",PRIVATE + STATE GOVT,TENABLE,RESIDENTIAL ZONE,138,NO,1014,SAHA6707,82,124.8279906,925.5912108, ,248
353,335,1203073514,S.NO.80 LAL BAHADUR SHASTRI VASAHAT,239,CA-1,07 DHANAKWADI SAHAKAR NAGAR,35 SAHAKAR NAGAR PADMAVATI,PARVATI,ARANYESHWAR TEMPLE ROAD,INTERNAL ROAD,NOT DECLARED, , ,47,472.8285369,S.NO.78,STATE GOVT,TENABLE,RESIDENTIAL ZONE,282,NO,1016,SAHA6704,89,86.84602792,472.8285369, ,994
354,336,1204112502,KAKADE VASTI WANAWADI,363,CA-1,11 VANWADI RAMTEKDI,25 VANAWADI,WANAWADI,SHINDE CHHATRI,NO ACCESS ROAD,NOT DECLARED, , ,83,2994.714246,S.NO.75,PRIVATE,UNTENABLE,RESERVATION G-56 PSP ZONE,498,NO,1513,KOND6102,56,226.0179879,2994.714246, ,277
355,337,1205141928,KASHEWADI VAISHALI CYCLE,467,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,200,2833.687059,FP.NO.341+342,PRIVATE,TENABLE,EWS ZONE,1200,NO,0946,BHAV6018,79,218.9778805,2833.687059, ,706
356,338,1205141927,KASHEWADI REGAL FABRICATION,466,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,100,1187.143898,FP.NO.340,PRIVATE,TENABLE,EWS ZONE,600,NO,0945,BHAV6017,82,140.0037032,1187.143898, ,842
357,339,1204112417,THOMBARE VASTI RAM TEKADI,357,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,SOLAPUR ROAD,60M DP ROAD,NOT DECLARED, , ,98,3360.301359,"S.NO.110A, 111",PRIVATE + STATE GOVT,TENABLE,EWS ZONE,588,NO,1534,KOND4609,73,371.6581283,3360.301359, ,292
358,340,1204112405,KHAJURE VASTI RAM TEKADI,345,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,SOLAPUR ROAD,24M DP ROAD,NOT DECLARED, , ,215,7817.781024,"S.NO.111B(pt), 316(pt), 315A(pt)",STATE GOVT,TENABLE,EWS ZONE DP ROAD,1290,NO,1210,HADA4204,80,366.0632931,7817.781024, ,275
359,341,1205141710,NADE GALLI GANESH PETH,421,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,GANESH PETH,NADE GALLI GANESH PETH,INTERNAL PETH ROAD,DECLARED,MGG 09/02/1995 Pg 644,2065.61 SQM,157,2194.972023,CTS.NO.223 TO 231,PRIVATE,TENABLE,RESIDENTIAL ZONE,942,NO,0957,BHAV4803,74,199.6009776,2194.972023, ,715
360,342,1202050722,VAIDU WADI GOKHALE NAGAR SHIVAJI NAGAR,173,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,BHAMBHURDA,GOKHALE NAGAR,INTERNAL ROAD,NOT DECLARED, , ,257,7074.745119,"S.NO.102, 104, 263",PRIVATE + TRUST,TENABLE,HTHS EWS ZONE,1542,NO,0247,GHOL1107,75,398.6725548,7074.745119, ,363
361,343,1204102303,PANDHRE MALA MAHATMA GANDHI NAGAR,330,CA-1,10 HADAPSAR MUNDHWA,23 HADPSAR GAOTHAN SATAVWADI,HADAPSAR,HADAPSAR GAOTHAN,24M 20M DP ROAD,NOT DECLARED, , ,306,9723.59191,S.NO.2,PRIVATE,TENABLE,RESIDENTIAL ZONE,1836,NO,1218,HADA4402,75,620.8415328,9723.59191, ,315
362,344,1202040811,DEUBAI CHAWL INDIRA NAGAR BOPODI,129,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,OLD BOMBAY PUNE ROAD,42M BOMBAY PUNE DP ROAD,DECLARED,MGG 21/06/1984 Pg 1950,2804 SQM,63,5038.538233,S.NO.5,PRIVATE,TENABLE,EWS ZONE,378,NO,0112,AUND0608,84,300.5144816,5038.538233, ,125
363,345,1202051419,SHIROLE VASTI VIDYAPITH ROAD OLD WARD 60,195,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,CENTRAL MALL GANESHKHIND ROAD,45M GANESH KHIND ROAD,NOT DECLARED, , ,67,1833.207047,FP.NO.487,PRIVATE,TENABLE,EWS ZONE,402,PRAPOSAL SUBMITTED BY NAIKNAVARE DEVELOPERS,0244,GHOL1204,79,191.4374881,1833.207047, ,365
364,346,1202050710,JANWADI LAL CHAWL,161,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,BHAMBHURDA,JANAWADI GOKHALE NAGAR,INTERNAL LAYOUT ROAD,NOT DECLARED, , ,159,2305.022997,S.NO.100,PRIVATE,TENABLE,RESIDENTIAL ZONE,954,NO,0216,GHOL1106,72,233.7981118,2305.022997, ,690
365,347,1202050708,JANWADI HIRAVI CHAWL,159,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,BHAMBHURDA,JANAWADI GOKHALE NAGAR,INTERNAL LAYOUT ROAD,NOT DECLARED, , ,100,1396.122088,S.NO.100,PRIVATE,TENABLE,RESIDENTIAL ZONE,600,NO,0214,GHOL1104,75,150.2072004,1396.122088, ,716
366,348,1205131502,SATHE COLONY SHUKARWAR PETH,375,CA-3,13 KASBA VISHRAMBAG,15 SHANIWAR PETH SADASHIV PETH,TPS-III,SATHE COLONY SHUKARWAR PETH,INTERNAL ROAD,NOT DECLARED, , ,54,594.0690242,"CTS.NO.972, 973",PRIVATE,COMPLETED,RESIDENTIAL ZONE,324,SRA SCHEME COMPLETED BY ELBRUS REALITY,1109,KASB5803,81,174.0524796,594.0690242, ,909
367,349,1204102207,KHARADKAR VASTI 1+2,315,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,MUNDHWA,KHARADKAR VASTI,24M DP ROAD,NOT DECLARED, , ,56,4253.086941,RAILWAY,RAILWAY,UNTENABLE,RAILWAY ZONE DP ROAD,336,NO,0532,DHOL2004,54,480.9773987,4253.086941, ,132
368,350,1204112410,MATANG VASTI INCLUDES IN VAIDUWADI,350,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,SOLAPUR ROAD,INTERNAL ROAD,NOT DECLARED, , ,55,1789.449981,S.NO.315A,PRIVATE + PMC + STATE GOVT,TENABLE,EWS ZONE,330,NO,1216,HADA4206,75,182.7153541,1789.449981, ,307
369,351,1204112506,RAJIV GANDHI SALUNKHE VIHAR,367,CA-1,11 VANWADI RAMTEKDI,25 VANAWADI,WANAWADI,WANAWADI HILL,24M DP ROAD,NOT DECLARED, , ,144,1938.766544,S.NO.49,FOREST,UNTENABLE,FOREST ZONE,864,NO,1523,KOND6103,65,196.8636492,1938.766544, ,743
370,352,1205141910,GHORAPADE PETH 288 EKBOTE COLONY,449,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR,24M DP ROAD,NOT DECLARED, , ,86,2273.536537,FP.NO.281 TO 284,PMC,UNTENABLE,M 2.47 NEW RESERVATION FOR TRANSPORTAION HUB IS PROPOSED AS SHOWN ON MAP,516,NO,0927,BHAV6504,64,224.3830935,2273.536537, ,378
371,353,1201032006,CHURCH ROAD WELESALY ROAD,67,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,KASBE PUNE,CHURCH ROAD WELESALY ROAD,INTERNAL ACCESS ROAD,NOT DECLARED, , ,30,2391.588998,S.NO.400,PRIVATE,TENABLE,RESIDENTIAL ZONE,180,NO,0516,DHOL4004,80,240.6584075,2391.588998, ,125
372,354,1201032008,GARPIR VASTI SOMWAR PETH,69,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,KASBE PUNE,WELASLY ROAD,30M DP ROAD (WELASLY ROAD),NOT DECLARED, , ,55,2537.804892,S.NO.399,PRIVATE,TENABLE,RESIDENTIAL ZONE,330,NO,0519,DHOL4005,79,191.7806169,2537.804892, ,217
373,355,1205141909,GANJ PETH DHOBI GHAT 526/1819 RASKAR PLOT,448,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR,24M DP ROAD,NOT DECLARED, , ,60,9336.346484,FP.NO.281 TO 284,PMC,UNTENABLE,M 2.47 NEW RESERVATION FOR TRANSPORTAION HUB IS PROPOSED AS SHOWN ON MAP,360,NO,0926,BHAV6505,62,411.1749526,9336.346484, ,64
374,356,1202040817,GURAV VASTI BOPODI,135,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,BOPODI GAOTHAN,INTERNAL ACCESS ROAD,DECLARED,MGG 12/04/1984 Pg 1355,2000 SQM,82,3388.944868,S.NO.43,PRIVATE + PMC,TENABLE,EWS ZONE,492,NO,0118,AUND0612,66,311.0790356,3388.944868, ,242
375,357,1202040822,PATRYACHI CHAWL SUBHASH NAGAR BOPODI,140,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,PATRYACHI CHAWL SUBHASH NAGAR BOPODI,NO ACCESS ROAD,NOT DECLARED, , ,98,2120.54569,"S.NO.24B, 8A",PRIVATE + DEFENCE,TENABLE,EWS ZONE,588,NO,0126,AUND0617,67,257.2522239,2120.54569, ,462
376,358,1202040802,BAHIRAT CHAWL BOPODI,120,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,BAHIRAT CHAWL BOPODI,NO ACCESS ROAD,NOT DECLARED, , ,49,1726.092447,S.NO.24B,PRIVATE,TENABLE,EWS ZONE,294,NO,0102,AUND0602,70,205.5751841,1726.092447, ,284
377,359,1202040828,SIDHARTH NAGAR BOPODI,146,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,SIDHARTH NAGAR BOPODI,12M DP ROAD,DECLARED,MGG 26/02/1976 DAILY SAKAL,4722 SQM,414,5586.182834,S.NO.24,PRIVATE,TENABLE,EWS ZONE,2484,NO,0133,AUND0622,75,492.9246509,5586.182834, ,741
